owner,period,metric_type,value,unit,objective
xushen.huang,2025 年 7 月,新增建联量,220,人,"### V1：门店交付2台达成盈亏平衡
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653427935543324, Owner: mingjun.zhong2 (open_id: ou_3f0897e30e09d4b7162d65b4277c44fc)

#### Key Results:
1. A1：建联2..."
xushen.huang,2025 年 7 月,新增建联量,100,人,"### V1：门店交付2台达成盈亏平衡
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653427935543324, Owner: mingjun.zhong2 (open_id: ou_3f0897e30e09d4b7162d65b4277c44fc)

#### Key Results:
1. A1：建联2..."
xushen.huang,2025 年 7 月,新增建联量,30,人,"### V1：门店交付2台达成盈亏平衡
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653427935543324, Owner: mingjun.zhong2 (open_id: ou_3f0897e30e09d4b7162d65b4277c44fc)

#### Key Results:
1. A1：建联2..."
xushen.huang,2025 年 7 月,新增建联量,100,人,"### V1：门店交付2台达成盈亏平衡
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653427935543324, Owner: mingjun.zhong2 (open_id: ou_3f0897e30e09d4b7162d65b4277c44fc)

#### Key Results:
1. A1：建联2..."
xushen.huang,2025 年 7 月,新增建联量,220,人,"### V1：门店交付2台达成盈亏平衡
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653427935543324, Owner: mingjun.zhong2 (open_id: ou_3f0897e30e09d4b7162d65b4277c44fc)

#### Key Results:
1. A1：建联2..."
xushen.huang,2025 年 7 月,新增建联量,100,人,"### V1：门店交付2台达成盈亏平衡
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653427935543324, Owner: mingjun.zhong2 (open_id: ou_3f0897e30e09d4b7162d65b4277c44fc)

#### Key Results:
1. A1：建联2..."
xushen.huang,2025 年 7 月,新增建联量,30,人,"### V1：门店交付2台达成盈亏平衡
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653427935543324, Owner: mingjun.zhong2 (open_id: ou_3f0897e30e09d4b7162d65b4277c44fc)

#### Key Results:
1. A1：建联2..."
xushen.huang,2025 年 7 月,锁单量,2,台,"### V1：门店交付2台达成盈亏平衡
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653427935543324, Owner: mingjun.zhong2 (open_id: ou_3f0897e30e09d4b7162d65b4277c44fc)

#### Key Results:
1. A1：建联2..."
yan.luo4,2025 年 7 月,新增建联量,5,人,"### 人均新增建联>5
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653428515061788, Owner: jiaxin.li11 (open_id: ou_b8c0e3224c802457bc46cd32b4422b31)
    - 目标: 7516653428515061788, Owner: ..."
yan.luo4,2025 年 7 月,新增建联量,5,人,"### 人均新增建联>5
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653428515061788, Owner: jiaxin.li11 (open_id: ou_b8c0e3224c802457bc46cd32b4422b31)
    - 目标: 7516653428515061788, Owner: ..."
yanan.tao,2025 年 7 月,新增建联量,700,人,"### 多建联多建信:
当月新增建联≥700人,总建联人数≥800
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联>700人(其中主动建联≥550人,门店路演建联≥50人,主动外拓异业合作等建联>100人)
    - Progress: 0%
    - Score: 0
2. 建联用户的月度建信100%覆盖,所有建联..."
yanan.tao,2025 年 7 月,新增建联量,700,人,"### 多建联多建信:
当月新增建联≥700人,总建联人数≥800
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联>700人(其中主动建联≥550人,门店路演建联≥50人,主动外拓异业合作等建联>100人)
    - Progress: 0%
    - Score: 0
2. 建联用户的月度建信100%覆盖,所有建联..."
yanan.tao,2025 年 7 月,新增建联量,700,人,"### 多建联多建信:
当月新增建联≥700人,总建联人数≥800
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联>700人(其中主动建联≥550人,门店路演建联≥50人,主动外拓异业合作等建联>100人)
    - Progress: 0%
    - Score: 0
2. 建联用户的月度建信100%覆盖,所有建联..."
yanan.tao,2025 年 7 月,新增建联量,700,人,"### 多建联多建信:
当月新增建联≥700人,总建联人数≥800
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联>700人(其中主动建联≥550人,门店路演建联≥50人,主动外拓异业合作等建联>100人)
    - Progress: 0%
    - Score: 0
2. 建联用户的月度建信100%覆盖,所有建联..."
yanan.tao,2025 年 7 月,新增建联量,550,人,"### 多建联多建信:
当月新增建联≥700人,总建联人数≥800
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联>700人(其中主动建联≥550人,门店路演建联≥50人,主动外拓异业合作等建联>100人)
    - Progress: 0%
    - Score: 0
2. 建联用户的月度建信100%覆盖,所有建联..."
yanan.tao,2025 年 7 月,新增建联量,50,人,"### 多建联多建信:
当月新增建联≥700人,总建联人数≥800
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联>700人(其中主动建联≥550人,门店路演建联≥50人,主动外拓异业合作等建联>100人)
    - Progress: 0%
    - Score: 0
2. 建联用户的月度建信100%覆盖,所有建联..."
yanan.tao,2025 年 7 月,新增建联量,100,人,"### 多建联多建信:
当月新增建联≥700人,总建联人数≥800
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联>700人(其中主动建联≥550人,门店路演建联≥50人,主动外拓异业合作等建联>100人)
    - Progress: 0%
    - Score: 0
2. 建联用户的月度建信100%覆盖,所有建联..."
yanan.tao,2025 年 7 月,试驾量,40,组,"### 多卖车多赚钱:
完成月度车辆销售交付≥T2辆(挑战目标T3辆)
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. A1:完成试驾≥40个。月度新增购车需求≥8个
个人合计购车需求池≥15个,机会到试驾的转化率≥50%。
    - Progress: 0%
    - Score: 0
2. A2:月度锁单目标≥2辆
试驾到锁单..."
yanxin.li2,2025 年 7 月,交付量,4,台,"### 多卖车多赚钱  月度车辆销售交付4
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度试驾总量80
    - Progress: 0%
    - Score: 0
2. 月度车辆销售交付4
    - Progress: 0%
    - Score: 0
3. 月度锁单4台
    - Progress: 0%
   ..."
yanxin.li2,2025 年 7 月,交付量,4,台,"### 多卖车多赚钱  月度车辆销售交付4
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度试驾总量80
    - Progress: 0%
    - Score: 0
2. 月度车辆销售交付4
    - Progress: 0%
    - Score: 0
3. 月度锁单4台
    - Progress: 0%
   ..."
yanxin.li2,2025 年 7 月,新增建联量,200,人,"### V1	多建联多建信:一天建联5人/天并持续建信
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度总新增建联200人
    - Progress: 0%
    - Score: 0
2. 建信池用户50%触达，触达次数3次服务池用户100%触达，触达次数5
    - Progress: 0%
    - Score: ..."
yanxin.li2,2025 年 7 月,新增建联量,5,人,"### V1	多建联多建信:一天建联5人/天并持续建信
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度总新增建联200人
    - Progress: 0%
    - Score: 0
2. 建信池用户50%触达，触达次数3次服务池用户100%触达，触达次数5
    - Progress: 0%
    - Score: ..."
yanxin.li2,2025 年 7 月,新增建联量,200,人,"### V1	多建联多建信:一天建联5人/天并持续建信
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度总新增建联200人
    - Progress: 0%
    - Score: 0
2. 建信池用户50%触达，触达次数3次服务池用户100%触达，触达次数5
    - Progress: 0%
    - Score: ..."
yanxin.li2,2025 年 7 月,新增建联量,200,人,"### V1	多建联多建信:一天建联5人/天并持续建信
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度总新增建联200人
    - Progress: 0%
    - Score: 0
2. 建信池用户50%触达，触达次数3次服务池用户100%触达，触达次数5
    - Progress: 0%
    - Score: ..."
yanxin.li2,2025 年 7 月,新增建联量,5,人,"### V1	多建联多建信:一天建联5人/天并持续建信
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度总新增建联200人
    - Progress: 0%
    - Score: 0
2. 建信池用户50%触达，触达次数3次服务池用户100%触达，触达次数5
    - Progress: 0%
    - Score: ..."
yanxin.li2,2025 年 7 月,新增建联量,200,人,"### V1	多建联多建信:一天建联5人/天并持续建信
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度总新增建联200人
    - Progress: 0%
    - Score: 0
2. 建信池用户50%触达，触达次数3次服务池用户100%触达，触达次数5
    - Progress: 0%
    - Score: ..."
yanxin.li2,2025 年 7 月,锁单量,4,台,"### 多卖车多赚钱  月度车辆销售交付4
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度试驾总量80
    - Progress: 0%
    - Score: 0
2. 月度车辆销售交付4
    - Progress: 0%
    - Score: 0
3. 月度锁单4台
    - Progress: 0%
   ..."
yanxin.li2,2025 年 7 月,锁单量,4,台,"### 多卖车多赚钱  月度车辆销售交付4
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度试驾总量80
    - Progress: 0%
    - Score: 0
2. 月度车辆销售交付4
    - Progress: 0%
    - Score: 0
3. 月度锁单4台
    - Progress: 0%
   ..."
yaoguo.chen,2025 年 7 月,交付量,1,台,"### (多卖车多赚钱):完成L60月度锁单及交付1.7台(挑战目标4台)
A1) 月度L60锁单及交付目标1.7台
A2）月度试驾量>40组
A3）月度总跟进数>1080组 日跟进量>40组
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653429093908482, Owner: zhengrui.liu ..."
yaoguo.chen,2025 年 7 月,新增建联量,97,人,"### (多建联多建信):月度个人新增建联>97组
A1)月度个人新增建联>97组
A2)开口获取新增建联目标，每日线索3-5个/人(周中3，周末5)，企业微信添加率80%
A3 在社媒(含朋友圈、小红书、抖音)精心设计、原创内容8篇
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653429093908482,..."
yaoguo.chen,2025 年 7 月,新增建联量,97,人,"### (多建联多建信):月度个人新增建联>97组
A1)月度个人新增建联>97组
A2)开口获取新增建联目标，每日线索3-5个/人(周中3，周末5)，企业微信添加率80%
A3 在社媒(含朋友圈、小红书、抖音)精心设计、原创内容8篇
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653429093908482,..."
yaoguo.chen,2025 年 7 月,新增建联量,97,人,"### (多建联多建信):月度个人新增建联>97组
A1)月度个人新增建联>97组
A2)开口获取新增建联目标，每日线索3-5个/人(周中3，周末5)，企业微信添加率80%
A3 在社媒(含朋友圈、小红书、抖音)精心设计、原创内容8篇
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653429093908482,..."
yaoguo.chen,2025 年 7 月,新增建联量,97,人,"### (多建联多建信):月度个人新增建联>97组
A1)月度个人新增建联>97组
A2)开口获取新增建联目标，每日线索3-5个/人(周中3，周末5)，企业微信添加率80%
A3 在社媒(含朋友圈、小红书、抖音)精心设计、原创内容8篇
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653429093908482,..."
yaoguo.chen,2025 年 7 月,试驾量,40,组,"### (多卖车多赚钱):完成L60月度锁单及交付1.7台(挑战目标4台)
A1) 月度L60锁单及交付目标1.7台
A2）月度试驾量>40组
A3）月度总跟进数>1080组 日跟进量>40组
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653429093908482, Owner: zhengrui.liu ..."
yeqi.ma2,2025 年 7 月,新增建联量,180,人,"### 主动建联180个
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 每天主动建联6个
    - Progress: 0%
    - Score: 0
2. 每天通话30秒30个
    - Progress: 0%
    - Score: 0

---"
yeqi.ma2,2025 年 7 月,新增建联量,6,人,"### 主动建联180个
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 每天主动建联6个
    - Progress: 0%
    - Score: 0
2. 每天通话30秒30个
    - Progress: 0%
    - Score: 0

---"
yeqi.ma2,2025 年 7 月,新增建联量,180,人,"### 主动建联180个
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 每天主动建联6个
    - Progress: 0%
    - Score: 0
2. 每天通话30秒30个
    - Progress: 0%
    - Score: 0

---"
yeqi.ma2,2025 年 7 月,新增建联量,6,人,"### 主动建联180个
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 每天主动建联6个
    - Progress: 0%
    - Score: 0
2. 每天通话30秒30个
    - Progress: 0%
    - Score: 0

---"
yeqi.ma2,2025 年 7 月,试驾量,60,组,"### 试驾60组
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 每天试驾2组
    - Progress: 0%
    - Score: 0
2. 可以组织试驾会 老车主涟漪
    - Progress: 0%
    - Score: 0

---"
yeqi.ma2,2025 年 7 月,试驾量,2,组,"### 试驾60组
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 每天试驾2组
    - Progress: 0%
    - Score: 0
2. 可以组织试驾会 老车主涟漪
    - Progress: 0%
    - Score: 0

---"
yeqi.ma2,2025 年 7 月,试驾量,60,组,"### 试驾60组
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 每天试驾2组
    - Progress: 0%
    - Score: 0
2. 可以组织试驾会 老车主涟漪
    - Progress: 0%
    - Score: 0

---"
yeqi.ma2,2025 年 7 月,试驾量,2,组,"### 试驾60组
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 每天试驾2组
    - Progress: 0%
    - Score: 0
2. 可以组织试驾会 老车主涟漪
    - Progress: 0%
    - Score: 0

---"
yi.guo5,2025 年 7 月,试驾量,60,组,"### 完成月度交付目标3台；月度冲刺目标4台，实现Q3设定7月份EBIT目标。
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516651640880955393, Owner: philip.zhou (open_id: ou_3515987a7f8d563072188fcec18d2249)
    - 目标: ..."
yi.guo5,2025 年 7 月,试驾量,60,组,"### 完成月度交付目标3台；月度冲刺目标4台，实现Q3设定7月份EBIT目标。
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516651640880955393, Owner: philip.zhou (open_id: ou_3515987a7f8d563072188fcec18d2249)
    - 目标: ..."
yi.guo5,2025 年 7 月,锁单量,3,台,"### 完成月度交付目标3台；月度冲刺目标4台，实现Q3设定7月份EBIT目标。
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516651640880955393, Owner: philip.zhou (open_id: ou_3515987a7f8d563072188fcec18d2249)
    - 目标: ..."
yi.guo5,2025 年 7 月,锁单量,1,台,"### 完成月度交付目标3台；月度冲刺目标4台，实现Q3设定7月份EBIT目标。
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516651640880955393, Owner: philip.zhou (open_id: ou_3515987a7f8d563072188fcec18d2249)
    - 目标: ..."
yi.guo5,2025 年 7 月,锁单量,3,台,"### 完成月度交付目标3台；月度冲刺目标4台，实现Q3设定7月份EBIT目标。
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516651640880955393, Owner: philip.zhou (open_id: ou_3515987a7f8d563072188fcec18d2249)
    - 目标: ..."
yi.guo5,2025 年 7 月,锁单量,1,台,"### 完成月度交付目标3台；月度冲刺目标4台，实现Q3设定7月份EBIT目标。
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516651640880955393, Owner: philip.zhou (open_id: ou_3515987a7f8d563072188fcec18d2249)
    - 目标: ..."
yi.guo5,2025 年 7 月,锁单量,3,台,"### 完成月度交付目标3台；月度冲刺目标4台，实现Q3设定7月份EBIT目标。
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516651640880955393, Owner: philip.zhou (open_id: ou_3515987a7f8d563072188fcec18d2249)
    - 目标: ..."
yi.guo5,2025 年 7 月,锁单量,1,台,"### 完成月度交付目标3台；月度冲刺目标4台，实现Q3设定7月份EBIT目标。
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516651640880955393, Owner: philip.zhou (open_id: ou_3515987a7f8d563072188fcec18d2249)
    - 目标: ..."
yi.tian,2025 年 7 月,交付量,4,台,"### V1（多卖车多赚钱）：完成月度车辆销售交付≥4辆（挑战4目标3辆），总利润贡献≥1万元（或者：总亏损≤0万元）。L90锁单大于等于8台
A1:机会到试驾的转化率≥60%（上月为50%)。
A2：月度锁单目标3辆，上月完成2辆，试驾到锁单的转化率≥5%。
A3：高配车型销售占比＞50%（现为30%)，官方汽车金融占比100%（现为45%)
- **Progress:** 0%
- **Sco..."
yi.tian,2025 年 7 月,新增建联量,100,人,"### 2（多建联多建信）：当月新增建联≥100人，总建联人数≥100人，并持续建信。
A1：月度新增建联＞2人每天（其中主动建联≥2人每天，外拓2人每天，
A2：建联用户的月度建信100％覆盖，所有建联用户月均建信次数≥3次
A3：主动面对面拜访30个已建联无明确购车需求用户（包括合作伙伴、蔚来或乐道的老用户，等），新增10个老用户涟漪的L60种草试驾。
A4：每月组织开展2次异业合作或外拓获客..."
yi.tian,2025 年 7 月,新增建联量,100,人,"### 2（多建联多建信）：当月新增建联≥100人，总建联人数≥100人，并持续建信。
A1：月度新增建联＞2人每天（其中主动建联≥2人每天，外拓2人每天，
A2：建联用户的月度建信100％覆盖，所有建联用户月均建信次数≥3次
A3：主动面对面拜访30个已建联无明确购车需求用户（包括合作伙伴、蔚来或乐道的老用户，等），新增10个老用户涟漪的L60种草试驾。
A4：每月组织开展2次异业合作或外拓获客..."
yi.tian,2025 年 7 月,新增建联量,2,人,"### 2（多建联多建信）：当月新增建联≥100人，总建联人数≥100人，并持续建信。
A1：月度新增建联＞2人每天（其中主动建联≥2人每天，外拓2人每天，
A2：建联用户的月度建信100％覆盖，所有建联用户月均建信次数≥3次
A3：主动面对面拜访30个已建联无明确购车需求用户（包括合作伙伴、蔚来或乐道的老用户，等），新增10个老用户涟漪的L60种草试驾。
A4：每月组织开展2次异业合作或外拓获客..."
yilin.chen5,2025 年 7 月,交付量,2,台,"### 多卖车多赚钱:完成月度车辆销售交付≥2辆(挑战目标5辆)，总亏损≤1万元
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 完成试驾≥20个(上月为0)。月度新增机会>50个(上月为0),合计个人机会池≥50个(上月为100),机会到试驾的转化率≥15%(上月为0%)
    - Progress: 0%
    - Score..."
yilin.chen5,2025 年 7 月,新增建联量,50,人,"### 多建联多建信:当月新增建联≥50人,总建联人数≥60人,并持续建信
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联>60人(其中主动建联≥20人,门店路演建联≥30人，市场活动≥10人)
    - Progress: 0%
    - Score: 0
2. 建联用户的月度建信100%覆盖,所有建联用户月均建信..."
yilin.chen5,2025 年 7 月,新增建联量,60,人,"### 多建联多建信:当月新增建联≥50人,总建联人数≥60人,并持续建信
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联>60人(其中主动建联≥20人,门店路演建联≥30人，市场活动≥10人)
    - Progress: 0%
    - Score: 0
2. 建联用户的月度建信100%覆盖,所有建联用户月均建信..."
yilin.chen5,2025 年 7 月,新增建联量,50,人,"### 多建联多建信:当月新增建联≥50人,总建联人数≥60人,并持续建信
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联>60人(其中主动建联≥20人,门店路演建联≥30人，市场活动≥10人)
    - Progress: 0%
    - Score: 0
2. 建联用户的月度建信100%覆盖,所有建联用户月均建信..."
yilin.chen5,2025 年 7 月,新增建联量,60,人,"### 多建联多建信:当月新增建联≥50人,总建联人数≥60人,并持续建信
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联>60人(其中主动建联≥20人,门店路演建联≥30人，市场活动≥10人)
    - Progress: 0%
    - Score: 0
2. 建联用户的月度建信100%覆盖,所有建联用户月均建信..."
yilin.chen5,2025 年 7 月,新增建联量,20,人,"### 多建联多建信:当月新增建联≥50人,总建联人数≥60人,并持续建信
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联>60人(其中主动建联≥20人,门店路演建联≥30人，市场活动≥10人)
    - Progress: 0%
    - Score: 0
2. 建联用户的月度建信100%覆盖,所有建联用户月均建信..."
yilin.chen5,2025 年 7 月,新增建联量,30,人,"### 多建联多建信:当月新增建联≥50人,总建联人数≥60人,并持续建信
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联>60人(其中主动建联≥20人,门店路演建联≥30人，市场活动≥10人)
    - Progress: 0%
    - Score: 0
2. 建联用户的月度建信100%覆盖,所有建联用户月均建信..."
yilin.chen5,2025 年 7 月,试驾量,20,组,"### 多卖车多赚钱:完成月度车辆销售交付≥2辆(挑战目标5辆)，总亏损≤1万元
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 完成试驾≥20个(上月为0)。月度新增机会>50个(上月为0),合计个人机会池≥50个(上月为100),机会到试驾的转化率≥15%(上月为0%)
    - Progress: 0%
    - Score..."
yu.xue,2025 年 7 月,交付量,2,台,"### 完成月度车辆交付2台，挑战3台。
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 完成试驾60个，月度增加机会140。
    - Progress: 0%
    - Score: 0
2. 月度锁单目标2台，挑战目标3台。
    - Progress: 0%
    - Score: 0
3. 高配车型销售50%，官方金..."
yu.xue,2025 年 7 月,交付量,2,台,"### 完成月度车辆交付2台，挑战3台。
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 完成试驾60个，月度增加机会140。
    - Progress: 0%
    - Score: 0
2. 月度锁单目标2台，挑战目标3台。
    - Progress: 0%
    - Score: 0
3. 高配车型销售50%，官方金..."
yu.xue,2025 年 7 月,新增建联量,140,人,"### 当月建联140人，每周建联35人
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 建联用户的月度建信100%覆盖。当月建联用户月度建信次数至少两次。
    - Progress: 0%
    - Score: 0
2. 月度主动建联40个，每周10个。
    - Progress: 0%
    - Score: 0

..."
yu.xue,2025 年 7 月,新增建联量,35,人,"### 当月建联140人，每周建联35人
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 建联用户的月度建信100%覆盖。当月建联用户月度建信次数至少两次。
    - Progress: 0%
    - Score: 0
2. 月度主动建联40个，每周10个。
    - Progress: 0%
    - Score: 0

..."
yu.xue,2025 年 7 月,新增建联量,40,人,"### 当月建联140人，每周建联35人
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 建联用户的月度建信100%覆盖。当月建联用户月度建信次数至少两次。
    - Progress: 0%
    - Score: 0
2. 月度主动建联40个，每周10个。
    - Progress: 0%
    - Score: 0

..."
yu.xue,2025 年 7 月,新增建联量,140,人,"### 当月建联140人，每周建联35人
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 建联用户的月度建信100%覆盖。当月建联用户月度建信次数至少两次。
    - Progress: 0%
    - Score: 0
2. 月度主动建联40个，每周10个。
    - Progress: 0%
    - Score: 0

..."
yu.xue,2025 年 7 月,新增建联量,35,人,"### 当月建联140人，每周建联35人
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 建联用户的月度建信100%覆盖。当月建联用户月度建信次数至少两次。
    - Progress: 0%
    - Score: 0
2. 月度主动建联40个，每周10个。
    - Progress: 0%
    - Score: 0

..."
yu.xue,2025 年 7 月,新增建联量,40,人,"### 当月建联140人，每周建联35人
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 建联用户的月度建信100%覆盖。当月建联用户月度建信次数至少两次。
    - Progress: 0%
    - Score: 0
2. 月度主动建联40个，每周10个。
    - Progress: 0%
    - Score: 0

..."
yu.xue,2025 年 7 月,试驾量,60,组,"### 完成月度车辆交付2台，挑战3台。
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 完成试驾60个，月度增加机会140。
    - Progress: 0%
    - Score: 0
2. 月度锁单目标2台，挑战目标3台。
    - Progress: 0%
    - Score: 0
3. 高配车型销售50%，官方金..."
yu.xue,2025 年 7 月,试驾量,60,组,"### 完成月度车辆交付2台，挑战3台。
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 完成试驾60个，月度增加机会140。
    - Progress: 0%
    - Score: 0
2. 月度锁单目标2台，挑战目标3台。
    - Progress: 0%
    - Score: 0
3. 高配车型销售50%，官方金..."
yuanzhuang.qiu,2025 年 7 月,试驾量,1,组,"### 7月份L60交付目标2台
L90意向金5台
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516652006007717916, Owner: yayun.wang (open_id: ou_240214865c91b69f245f50ae36fdb654)
    - 目标: 7516652006007717..."
yuanzhuang.qiu,2025 年 7 月,试驾量,1,组,"### 7月份L60交付目标2台
L90意向金5台
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516652006007717916, Owner: yayun.wang (open_id: ou_240214865c91b69f245f50ae36fdb654)
    - 目标: 7516652006007717..."
yuchen.zeng,2025 年 7 月,交付量,2,台,"### 多卖车多赚钱：60月度交付2台，90三台以上大定
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653197932412956, Owner: kangjin.hong (open_id: ou_b87709b9ee8ff0865956c922b238e74b)
    - 目标: 75166531979..."
yuchen.zeng,2025 年 7 月,交付量,2,台,"### 多卖车多赚钱：60月度交付2台，90三台以上大定
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653197932412956, Owner: kangjin.hong (open_id: ou_b87709b9ee8ff0865956c922b238e74b)
    - 目标: 75166531979..."
yunbilige.wu,2025 年 7 月,新增建联量,302,人,"### 个人目标
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653404203352066, Owner: yuezhong.zheng (open_id: ou_98eeb63a9c6b5eff2010500f23b9bf2b)
    - 目标: 7516653404203352066, Owner: y..."
yunbilige.wu,2025 年 7 月,新增建联量,302,人,"### 个人目标
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653404203352066, Owner: yuezhong.zheng (open_id: ou_98eeb63a9c6b5eff2010500f23b9bf2b)
    - 目标: 7516653404203352066, Owner: y..."
yunbilige.wu,2025 年 7 月,新增建联量,15,人,"### 个人目标
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653404203352066, Owner: yuezhong.zheng (open_id: ou_98eeb63a9c6b5eff2010500f23b9bf2b)
    - 目标: 7516653404203352066, Owner: y..."
yunbilige.wu,2025 年 7 月,新增建联量,302,人,"### 个人目标
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653404203352066, Owner: yuezhong.zheng (open_id: ou_98eeb63a9c6b5eff2010500f23b9bf2b)
    - 目标: 7516653404203352066, Owner: y..."
yunbilige.wu,2025 年 7 月,新增建联量,302,人,"### 个人目标
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653404203352066, Owner: yuezhong.zheng (open_id: ou_98eeb63a9c6b5eff2010500f23b9bf2b)
    - 目标: 7516653404203352066, Owner: y..."
yunbilige.wu,2025 年 7 月,新增建联量,15,人,"### 个人目标
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653404203352066, Owner: yuezhong.zheng (open_id: ou_98eeb63a9c6b5eff2010500f23b9bf2b)
    - 目标: 7516653404203352066, Owner: y..."
yushi.yang2,2025 年 7 月,新增建联量,5,人,"### 月建联＞90，并持续建信
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联＞90
    - Progress: 0%
    - Score: 0
2. 每周主动外拓一次，每次外拓获客新增建联5人
    - Progress: 0%
    - Score: 0
3. 与新老用户持续建信
    - Progr..."
